,MAE
820,0.25275904
821,0.25275904
822,0.25275904
823,0.25275904
824,0.25275904
825,0.25275904
826,0.25275904
827,0.25275904
828,0.25275904
829,0.25275904
830,0.25275904
831,0.25275904
832,0.25275904
833,0.25275904
834,0.25275904
835,0.25275904
836,0.25275904
837,0.25275904
838,0.25275904
839,0.25275904
840,0.25275904
841,0.25275904
842,0.25275904
843,0.25275904
844,0.25275904
845,0.25275904
846,0.25275904
847,0.25275904
848,0.25275904
849,0.25275904
850,0.25275904
851,0.25275904
852,0.25275904
853,0.25275904
854,0.25275904
855,0.25275904
856,0.25275904
857,0.25275904
858,0.25275904
859,0.25275904
860,0.25275904
861,0.25275904
862,0.25275904
863,0.25275904
864,0.25275904
865,0.25275904
866,0.25275904
867,0.25275904
868,0.25275904
869,0.25275904
870,0.25275904
871,0.25275904
872,0.25275904
873,0.25275904
874,0.25275904
875,0.25275904
876,0.25275904
877,0.25275904
878,0.25275904
879,0.25275904
880,0.25275904
881,0.25275904
882,0.25275904
883,0.25275904
884,0.25275904
885,0.25275904
886,0.25275904
887,0.25275904
888,0.25275904
889,0.25275904
890,0.25275904
891,0.25275904
892,0.25275904
893,0.25275904
894,0.25275904
895,0.25275904
896,0.25275904
897,0.25275904
898,0.25275904
899,0.25275904
900,0.25275904
901,0.25275904
902,0.25275904
903,0.25275904
904,0.25275904
905,0.25275904
906,0.25275904
907,0.25275904
908,0.25275904
909,0.25275904
910,0.25275904
911,0.25275904
912,0.25275904
913,0.25275904
914,0.25275904
915,0.25275904
916,0.25275904
917,0.25275904
918,0.25275904
919,0.25275904
920,0.25275904
921,0.25275904
922,0.25275904
923,0.25275904
924,0.25275904
925,0.25275904
926,0.25275904
927,0.25275904
928,0.25275904
929,0.25275904
930,0.25275904
931,0.25275904
932,0.25275904
933,0.25275904
934,0.25275904
935,0.25275904
936,0.25275904
937,0.25275904
938,0.25275904
939,0.25275904
940,0.25275904
941,0.25275904
942,0.25275904
943,0.25275904
944,0.25275904
945,0.25275904
946,0.25275904
947,0.25275904
948,0.25275904
949,0.25275904
950,0.25275904
951,0.25275904
952,0.25275904
953,0.25275904
954,0.25275904
955,0.25275904
956,0.25275904
957,0.25275904
958,0.25275904
959,0.25275904
960,0.25275904
961,0.25275904
962,0.25275904
963,0.25275904
964,0.25275904
965,0.25275904
966,0.25275904
967,0.25275904
968,0.25275904
969,0.25275904
970,0.25275904
971,0.25275904
972,0.25275904
973,0.25275904
974,0.25275904
975,0.25275904
976,0.25275904
977,0.25275904
978,0.25275904
979,0.25275904
980,0.25275904
981,0.25275904
982,0.25275904
983,0.25275904
984,0.25275904
985,0.25275904
986,0.25275904
987,0.25275904
988,0.25275904
989,0.25275904
990,0.25275904
991,0.25275904
992,0.25275904
993,0.25275904
994,0.25275904
995,0.25275904
996,0.25275904
997,0.25275904
998,0.25275904
999,0.25275904
1000,0.25275904
1001,0.25275904
1002,0.25275904
1003,0.25275904
1004,0.25275904
1005,0.25275904
1006,0.25275904
1007,0.25275904
1008,0.25275904
1009,0.25275904
1010,0.25275904
1011,0.25275904
1012,0.25275904
1013,0.25275904
1014,0.25275904
1015,0.25275904
1016,0.25275904
1017,0.25275904
1018,0.25275904
1019,0.25275904
1020,0.25275904
1021,0.25275904
1022,0.25275904
1023,0.25275904
1024,0.25275904
1025,0.25275904
1026,0.25275904
1027,0.25275904
1028,0.25275904
1029,0.25275904
1030,0.25275904
1031,0.25275904
1032,0.25275904
1033,0.25275904
1034,0.25275904
1035,0.25275904
1036,0.25275904
1037,0.25275904
1038,0.25275904
1039,0.25275904
1040,0.25275904
1041,0.25275904
1042,0.25275904
1043,0.25275904
1044,0.25275904
1045,0.25275904
1046,0.25275904
1047,0.25275904
1048,0.25275904
1049,0.25275904
1050,0.25275904
1051,0.25275904
1052,0.25275904
1053,0.25275904
1054,0.25275904
1055,0.25275904
1056,0.25275904
1057,0.25275904
1058,0.25275904
1059,0.25275904
1060,0.25275904
1061,0.25275904
1062,0.25275904
1063,0.25275904
1064,0.25275904
1065,0.25275904
1066,0.25275904
1067,0.25275904
1068,0.25275904
1069,0.25275904
1070,0.25275904
1071,0.25275904
1072,0.25275904
1073,0.25275904
1074,0.25275904
1075,0.25275904
1076,0.25275904
1077,0.25275904
1078,0.25275904
1079,0.25275904
1080,0.25275904
1081,0.25275904
1082,0.25275904
1083,0.25275904
1084,0.25275904
1085,0.25275904
1086,0.25275904
1087,0.25275904
1088,0.25275904
1089,0.25275904
1090,0.25275904
1091,0.25275904
1092,0.25275904
1093,0.25275904
1094,0.25275904
1095,0.25275904
1096,0.25275904
1097,0.25275904
1098,0.25275904
1099,0.25275904
1100,0.25275904
1101,0.25275904
1102,0.25275904
1103,0.25275904
1104,0.25275904
1105,0.25275904
1106,0.25275904
1107,0.25275904
1108,0.25275904
1109,0.25275904
1110,0.25275904
1111,0.25275904
1112,0.25275904
1113,0.25275904
1114,0.25275904
1115,0.25275904
1116,0.25275904
1117,0.25275904
1118,0.25275904
1119,0.25275904
1120,0.25275904
1121,0.25275904
1122,0.25275904
1123,0.25275904
1124,0.25275904
1125,0.25275904
1126,0.25275904
1127,0.25275904
1128,0.25275904
1129,0.25275904
1130,0.25275904
1131,0.25275904
1132,0.25275904
1133,0.25275904
1134,0.25275904
1135,0.25275904
1136,0.25275904
1137,0.25275904
1138,0.25275904
1139,0.25275904
1140,0.25275904
1141,0.25275904
1142,0.25275904
1143,0.25275904
1144,0.25275904
1145,0.25275904
1146,0.25275904
1147,0.25275904
1148,0.25275904
1149,0.25275904
1150,0.25275904
1151,0.25275904
1152,0.25275904
1153,0.25275904
1154,0.25275904
1155,0.25275904
1156,0.25275904
1157,0.25275904
1158,0.25275904
1159,0.25275904
1160,0.25275904
1161,0.25275904
1162,0.25275904
1163,0.25275904
1164,0.25275904
1165,0.25275904
1166,0.25275904
1167,0.25275904
1168,0.25275904
1169,0.25275904
1170,0.25275904
1171,0.25275904
1172,0.25275904
1173,0.25275904
1174,0.25275904
1175,0.25275904
1176,0.25275904
1177,0.25275904
1178,0.25275904
1179,0.25275904
1180,0.25275904
1181,0.25275904
1182,0.25275904
1183,0.25275904
1184,0.25275904
1185,0.25275904
1186,0.25275904
1187,0.25275904
1188,0.25275904
1189,0.25275904
1190,0.25275904
1191,0.25275904
1192,0.25275904
1193,0.25275904
1194,0.25275904
1195,0.25275904
1196,0.25275904
1197,0.25275904
1198,0.25275904
1199,0.25275904
1200,0.25275904
1201,0.25275904
1202,0.25275904
1203,0.25275904
1204,0.25275904
1205,0.25275904
1206,0.25275904
1207,0.25275904
1208,0.25275904
1209,0.25275904
1210,0.25275904
1211,0.25275904
1212,0.25275904
1213,0.25275904
1214,0.25275904
1215,0.25275904
1216,0.25275904
1217,0.25275904
1218,0.25275904
1219,0.25275904
1220,0.25275904
1221,0.25275904
1222,0.25275904
1223,0.25275904
1224,0.25275904
1225,0.25275904
1226,0.25275904
1227,0.25275904
1228,0.25275904
1229,0.25275904
1230,0.25275904
1231,0.25275904
1232,0.25275904
1233,0.25275904
1234,0.25275904
1235,0.25275904
1236,0.25275904
1237,0.25275904
1238,0.25275904
1239,0.25275904
1240,0.25275904
1241,0.25275904
1242,0.25275904
1243,0.25275904
1244,0.25275904
1245,0.25275904
1246,0.25275904
1247,0.25275904
1248,0.25275904
1249,0.25275904
1250,0.25275904
1251,0.25275904
1252,0.25275904
1253,0.25275904
1254,0.25275904
1255,0.25275904
1256,0.25275904
1257,0.25275904
1258,0.25275904
1259,0.25275904
1260,0.25275904
1261,0.25275904
1262,0.25275904
1263,0.25275904
1264,0.25275904
1265,0.25275904
1266,0.25275904
1267,0.25275904
1268,0.25275904
1269,0.25275904
1270,0.25275904
1271,0.25275904
1272,0.25275904
1273,0.25275904
1274,0.25275904
1275,0.25275904
1276,0.25275904
1277,0.25275904
1278,0.25275904
1279,0.25275904
1280,0.25275904
1281,0.25275904
1282,0.25275904
1283,0.25275904
1284,0.25275904
1285,0.25275904
1286,0.25275904
1287,0.25275904
1288,0.25275904
1289,0.25275904
1290,0.25275904
1291,0.25275904
1292,0.25275904
1293,0.25275904
1294,0.25275904
1295,0.25275904
1296,0.25275904
1297,0.25275904
1298,0.25275904
1299,0.25275904
1300,0.25275904
1301,0.25275904
1302,0.25275904
1303,0.25275904
1304,0.25275904
1305,0.25275904
1306,0.25275904
1307,0.25275904
1308,0.25275904
1309,0.25275904
1310,0.25275904
1311,0.25275904
1312,0.25275904
1313,0.25275904
1314,0.25275904
1315,0.25275904
1316,0.25275904
1317,0.25275904
1318,0.25275904
1319,0.25275904
