,MAE
1554,0.25094107
1555,0.25094235
1556,0.25096732
1557,0.2509984
1558,0.25102752
1559,0.25103754
1560,0.25104725
1561,0.25105196
1562,0.25107294
1563,0.2510865
1564,0.25113896
1565,0.25115684
1566,0.25117767
1567,0.25122032
1568,0.25123018
1569,0.25123423
1570,0.25124526
1571,0.2512484
1572,0.25125402
1573,0.25125825
1574,0.25128114
1575,0.25128463
1576,0.25129583
1577,0.25129646
1578,0.25130615
1579,0.25131187
1580,0.25131437
1581,0.25131842
1582,0.25132084
1583,0.25132206
1584,0.25132835
1585,0.25135228
1586,0.25136232
1587,0.2513672
1588,0.25138128
1589,0.25138506
1590,0.25140485
1591,0.251445
1592,0.2514468
1593,0.25144804
1594,0.25145024
1595,0.2514563
1596,0.25145796
1597,0.25145796
1598,0.25147057
1599,0.25147206
1600,0.2514778
1601,0.2514811
1602,0.251487
1603,0.25148913
1604,0.2515065
1605,0.2515385
1606,0.25154513
1607,0.2515686
1608,0.2515978
1609,0.25164744
1610,0.25164828
1611,0.25166497
1612,0.25167835
1613,0.25168183
1614,0.25168777
1615,0.25169513
1616,0.25171185
1617,0.25172287
1618,0.25173196
1619,0.25173634
1620,0.25174698
1621,0.25178385
1622,0.25179648
1623,0.2517972
1624,0.2518106
1625,0.2518124
1626,0.25182697
1627,0.25184262
1628,0.2518429
1629,0.25186497
1630,0.25187242
1631,0.25188288
1632,0.2518869
1633,0.2519061
1634,0.2519161
1635,0.2519274
1636,0.2519302
1637,0.25193337
1638,0.25194153
1639,0.25196046
1640,0.25196436
1641,0.25200707
1642,0.25204656
1643,0.25204763
1644,0.2520573
1645,0.25206745
1646,0.2520728
1647,0.25208697
1648,0.25209352
1649,0.25209868
1650,0.25210035
1651,0.25211266
1652,0.25212383
1653,0.25213492
1654,0.25214982
1655,0.25216037
1656,0.25217542
1657,0.2521855
1658,0.25218698
1659,0.2522371
1660,0.25224105
1661,0.25225127
1662,0.25226152
1663,0.25226504
1664,0.25226784
1665,0.252269
