,MAE
1517,0.54261017
1518,0.54335785
1519,0.54343414
1520,0.54384613
1521,0.544075
1522,0.5440941
1523,0.5443039
1524,0.545311
1525,0.5453987
1526,0.5455017
1527,0.54553604
1528,0.5463867
1529,0.54644775
1530,0.5465622
1531,0.5466957
1532,0.5467987
1533,0.5474434
1534,0.5477524
1535,0.54844284
1536,0.5493202
1537,0.5499954
1538,0.55021286
1539,0.55039597
1540,0.5504112
1541,0.55093
1542,0.55098724
1543,0.5510788
1544,0.5511551
1545,0.55158234
1546,0.55195236
1547,0.5520172
1548,0.5523071
1549,0.55254364
1550,0.5532799
1551,0.5533447
1552,0.5533829
1553,0.5544739
1554,0.55451965
1555,0.55454254
1556,0.55615234
1557,0.55620956
1558,0.5562515
1559,0.55675507
1560,0.5570259
1561,0.55716324
1562,0.55783844
1563,0.5579796
1564,0.5584831
1565,0.558548
1566,0.5592537
1567,0.5601311
1568,0.56017685
1569,0.56028366
1570,0.56036377
1571,0.5605812
1572,0.5607147
1573,0.560894
1574,0.56108475
1575,0.56144714
1576,0.5623703
1577,0.5625725
1578,0.5627098
1579,0.56318283
1580,0.56350327
1581,0.56352234
1582,0.5635948
1583,0.56402206
1584,0.5641899
1585,0.5645218
1586,0.56456375
1587,0.5654297
1588,0.56559753
1589,0.5658722
1590,0.56674194
1591,0.56710434
1592,0.56726074
1593,0.5680504
1594,0.5682602
1595,0.5695381
1596,0.5718384
1597,0.5729599
1598,0.5733795
1599,0.5749359
1600,0.57502747
1601,0.5751686
1602,0.5753021
1603,0.5755768
1604,0.57558066
1605,0.57572174
1606,0.5765228
1607,0.57658386
1608,0.5769844
1609,0.57725525
1610,0.5774765
1611,0.5775032
1612,0.5777359
1613,0.57785034
1614,0.57787704
1615,0.57828903
1616,0.5783005
1617,0.578598
1618,0.5786133
1619,0.5787811
1620,0.57901
1621,0.57950974
1622,0.5799675
1623,0.58005905
1624,0.58031845
1625,0.5812416
1626,0.58132935
1627,0.5821533
1628,0.5825348
1629,0.58275604
1630,0.58280563
1631,0.5829468
1632,0.58299637
1633,0.5833931
1634,0.58376694
1635,0.5840187
1636,0.5845299
1637,0.58470154
1638,0.58498
1639,0.585495
1640,0.58587265
1641,0.58587646
1642,0.5860901
1643,0.5862503
1644,0.5866432
1645,0.5871124
1646,0.5871506
1647,0.58727646
1648,0.5876808
1649,0.58787537
1650,0.5879173
1651,0.588398
1652,0.5888672
1653,0.58906555
1654,0.5892525
